station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;ure200d0;pva200d0;rre150d0;rka150d0;htoautd0;htoautd0_m;schnee_man;schnee_man_m;monat;pb_man;pb_aut;h_year
ROB;22.05.2007;17.4;25.2;10.5;60.9;11.5;0;0;;;0;0;5;398.3;;2007
ROB;23.05.2007;16.1;27.1;7.5;62.9;10.5;5.8;5.7;;;0;0;5;398.3;;2007
ROB;24.05.2007;14.9;24;8.1;75.3;12.2;0.2;0.3;;;0;0;5;398.3;;2007
ROB;25.05.2007;14.9;22.6;8.7;76.4;12.6;7.3;5.5;;;0;0;5;398.3;;2007
ROB;26.05.2007;13.4;17.5;10.2;85.7;13.1;20.3;12.1;;;0;0;5;398.3;;2007
ROB;27.05.2007;13;18.2;9.8;80.2;11.7;9;18.2;;;0;0;5;398.3;;2007
ROB;28.05.2007;9.7;13.7;7.4;76.9;9.4;10.8;11.5;;;0;0;5;398.3;;2007
ROB;29.05.2007;9.8;11.9;6.9;43.2;5.2;0;0.1;;;0;0;5;398.3;;2007
ROB;30.05.2007;10.7;17.6;4;49;6;0;0;;;0;0;5;398.3;;2007
ROB;31.05.2007;10.1;15.4;4.2;80.4;9.8;5.2;3.7;;;0;0;5;398.3;;2007
ROB;01.06.2007;8.9;10.1;7.4;92.1;10.5;19.7;19.4;;;0;0;6;0;;2007
ROB;02.06.2007;11.3;16.1;7.3;83;11;0;1.8;;;0;0;6;0;;2007
ROB;03.06.2007;13.4;18.8;9.1;79.7;12.1;0;0;;;0;0;6;0;;2007
ROB;04.06.2007;13.9;21.2;8.3;79.1;12.3;4.2;4.2;;;0;0;6;0;;2007
ROB;05.06.2007;14.7;19.9;9.7;81.1;13.3;7.5;7.5;;;0;0;6;0;;2007
ROB;06.06.2007;14.7;19.1;10.8;85;14.1;4.8;4.8;;;0;0;6;0;;2007
ROB;07.06.2007;14.6;19.1;12.6;87.8;14.5;3.7;3.7;;;0;0;6;0;;2007
ROB;08.06.2007;15.1;19.8;12.5;83.7;14.2;1.1;1.1;;;0;0;6;0;;2007
ROB;09.06.2007;15.9;22.1;10.5;78.6;13.8;2.7;2.6;;;0;0;6;0;;2007
ROB;10.06.2007;15.7;22.7;8.9;76.3;13.2;0;0.1;;;0;0;6;0;;2007
ROB;11.06.2007;14.9;21.7;10.2;84.5;14.1;7.1;7;;;0;0;6;0;;2007
ROB;12.06.2007;15.8;22.7;9;78.6;13.8;2.5;0.1;;;0;0;6;0;;2007
ROB;13.06.2007;14.8;18.9;11.6;86.2;14.5;7.4;8.7;;;0;0;6;0;;2007
ROB;14.06.2007;15.9;21.4;10.8;75.7;13.3;6.1;2.9;;;0;0;6;0;;2007
ROB;15.06.2007;13.5;17;6.9;90.2;14;15.9;20.2;;;0;0;6;0;;2007
ROB;16.06.2007;12.7;19.9;5.4;73.8;10.4;0.1;0.2;;;0;0;6;0;;2007
ROB;17.06.2007;14.8;19.8;7.9;77.3;12.7;4.1;1.4;;;0;0;6;0;;2007
ROB;18.06.2007;16.5;21.8;13.1;82.1;15.2;0;2.7;;;0;0;6;0;;2007
ROB;19.06.2007;17.6;25.1;10.8;75.7;14.7;0;0;;;0;0;6;0;;2007
ROB;20.06.2007;20.1;26.7;14.3;73;16.5;3.8;0;;;0;0;6;0;;2007
ROB;21.06.2007;18;23.2;14.2;84.7;17.4;0;3.8;;;0;0;6;0;;2007
ROB;22.06.2007;15.9;21.9;11;75.8;13.3;14.4;14.3;;;0;0;6;0;;2007
ROB;23.06.2007;15.3;22;10.1;71.5;11.9;0;0.1;;;0;0;6;0;;2007
ROB;24.06.2007;17.2;23.8;10.7;71.8;13.5;0;0;;;0;0;6;0;;2007
ROB;25.06.2007;17.6;20.4;14.3;75.8;15.1;2.6;0.7;;;0;0;6;0;;2007
ROB;26.06.2007;16.7;21.7;11.6;54.9;10;0;1.9;;;0;0;6;0;;2007
ROB;27.06.2007;12.4;18.8;6;62.5;8.6;3.7;3.7;;;0;0;6;0;;2007
ROB;28.06.2007;12.2;20.9;4.3;68.7;9.2;0;0;;;0;0;6;0;;2007
ROB;29.06.2007;14.8;21.1;7.2;70.3;11.4;0.4;0.4;;;0;0;6;0;;2007
ROB;30.06.2007;16.6;22.8;10.9;68.4;12.4;0;0;;;0;0;6;0;;2007
ROB;01.07.2007;18.1;24.2;13.3;72.3;14.5;19.8;14.6;;;0;0;7;0;;2007
ROB;02.07.2007;12.2;14.7;8.2;92.3;13.2;19.7;24.9;;;0;0;7;0;;2007
ROB;03.07.2007;13.1;16.7;7.7;84.9;12.8;34.7;16.6;;;0;0;7;0;;2007
ROB;04.07.2007;14;18.1;11.5;57.7;9;0.1;18.2;;;0;0;7;0;;2007
ROB;05.07.2007;12.9;17;6.6;44.9;6.5;0;0;;;0;0;7;0;;2007
ROB;06.07.2007;13.4;21.4;4.6;63.8;9.6;0;0;;;0;0;7;0;;2007
ROB;07.07.2007;15.9;24.4;7.5;67.1;11.5;0;0;;;0;0;7;0;;2007
ROB;08.07.2007;17.2;23.8;10.1;73.9;14.1;23;0;;;0;0;7;0;;2007
ROB;09.07.2007;13.3;17;8.4;83.8;13;15.5;38.3;;;0;0;7;0;;2007
ROB;10.07.2007;12.7;16.8;8.1;44.6;6.4;0;0.2;;;0;0;7;0;;2007
ROB;11.07.2007;12.6;18.7;5.7;54.4;7.6;0;0;;;0;0;7;0;;2007
ROB;12.07.2007;13.4;21.1;6.6;62;9;0;0;;;0;0;7;0;;2007
ROB;13.07.2007;14.9;23.3;6.6;69.3;11.3;0;0;;;0;0;7;0;;2007
ROB;14.07.2007;16.8;25.4;9.3;73.4;13.5;0;0;;;0;0;7;0;;2007
ROB;15.07.2007;18;27;11.4;71.9;14;0;0;;;0;0;7;0;;2007
ROB;16.07.2007;18.3;27.5;10.2;65.3;12.6;0;0;;;0;0;7;0;;2007
ROB;17.07.2007;18.6;27.5;11.1;64.8;13;0;0;;;0;0;7;0;;2007
ROB;18.07.2007;18.9;27.3;11.5;68;14.1;0;0;;;0;0;7;0;;2007
ROB;19.07.2007;18.6;27.7;11.5;68.5;14;0;0;;;0;0;7;0;;2007
ROB;20.07.2007;18.1;27.1;11.7;71.9;14.5;0;0;;;0;0;7;0;;2007
ROB;21.07.2007;19;28;10.6;58.1;11.6;0;0;;;0;0;7;0;;2007
ROB;22.07.2007;17.4;25;10.1;66.3;12.6;0;0;;;0;0;7;0;;2007
ROB;23.07.2007;17.4;25.2;8.9;65.4;11.9;1.4;1.3;;;0;0;7;0;;2007
ROB;24.07.2007;16.9;21.9;13.4;62.7;11.8;3.7;3.8;;;0;0;7;0;;2007
ROB;25.07.2007;17.6;25.5;9.7;47.8;9;0;0;;;0;0;7;0;;2007
ROB;26.07.2007;16.3;25.3;8.6;67.5;11.8;0;0;;;0;0;7;0;;2007
ROB;27.07.2007;18.2;27.8;10.4;68.3;13.4;0;0;;;0;0;7;0;;2007
ROB;28.07.2007;19.4;27.6;11.1;60;12.9;0;0;;;0;0;7;0;;2007
ROB;29.07.2007;18.5;26.2;10.6;55.1;11.3;0;0;;;0;0;7;0;;2007
ROB;30.07.2007;18.1;23.7;11.8;38;7.6;0;0;;;0;0;7;0;;2007
ROB;31.07.2007;13;22.3;3.8;49.9;7;0;0;;;0;0;7;0;;2007
ROB;01.08.2007;14.6;24.3;5.6;65.8;10.4;0;0;;;0;0;8;0;;2007
ROB;02.08.2007;15.1;25.4;7.9;71.2;11.7;5.8;1.4;;;0;0;8;0;;2007
ROB;03.08.2007;15.5;21.7;10.2;59.1;9.7;0;4.4;;;0;0;8;0;;2007
ROB;04.08.2007;15.6;24.9;6.7;57.7;9.4;0;0;;;0;0;8;0;;2007
ROB;05.08.2007;16.4;25.7;7.3;68;12.1;0;0;;;0;0;8;0;;2007
ROB;06.08.2007;18.1;25.3;11.9;69.1;13.7;0;0;;;0;0;8;0;;2007
ROB;07.08.2007;16.6;23.2;10.2;74.1;13.6;19.9;3.6;;;0;0;8;0;;2007
ROB;08.08.2007;14.9;20;11.4;86.8;14.6;17.3;32.9;;;0;0;8;0;;2007
ROB;09.08.2007;11;13.7;9.2;88.4;11.6;2.3;2.9;;;0;0;8;0;;2007
ROB;10.08.2007;13.3;19.6;7.5;69.9;10.3;0;0.1;;;0;0;8;0;;2007
ROB;11.08.2007;14;19.6;8.1;74.4;11.6;0;0;;;0;0;8;0;;2007
ROB;12.08.2007;15.6;23.4;7.7;73.9;12.8;3;2.9;;;0;0;8;0;;2007
ROB;13.08.2007;13.9;20.7;9.6;85.5;13.5;0.5;0.4;;;0;0;8;0;;2007
ROB;14.08.2007;14.5;21.3;9.7;84.2;13.7;9;9.2;;;0;0;8;0;;2007
ROB;15.08.2007;18;24.6;10.6;75.5;15.2;0;0;;;0;0;8;0;;2007
ROB;16.08.2007;18.7;23.1;14.6;79.7;17;2.7;0.2;;;0;0;8;0;;2007
ROB;17.08.2007;14;16.3;9.1;90.1;14.5;13.9;16.4;;;0;0;8;0;;2007
ROB;18.08.2007;14.9;20;8;79.2;13.2;0;0;;;0;0;8;0;;2007
ROB;19.08.2007;14.8;18.4;10.4;85.3;14.3;2.1;2.1;;;0;0;8;0;;2007
ROB;20.08.2007;12.7;16.7;10.1;84.4;12.3;14.8;12.6;;;0;0;8;0;;2007
ROB;21.08.2007;10.7;12.1;9.6;90.9;11.7;7.1;8.7;;;0;0;8;0;;2007
ROB;22.08.2007;12.1;16.5;9.5;85.8;12;3.8;4.3;;;0;0;8;0;;2007
ROB;23.08.2007;13.5;19.4;9.4;86.2;13.3;0;0.1;;;0;0;8;0;;2007
ROB;24.08.2007;13.3;20.2;7.3;77.9;11.6;0;0;;;0;0;8;0;;2007
ROB;25.08.2007;15.9;24.8;10.4;70.5;12;0;0;;;0;0;8;0;;2007
ROB;26.08.2007;16;23.8;9.8;71.2;12.5;0;0;;;0;0;8;0;;2007
ROB;27.08.2007;17;23.5;11.5;75.1;14.2;0;0;;;0;0;8;0;;2007
ROB;28.08.2007;15.2;21.6;11.3;83.7;14.3;15.8;9.2;;;0;0;8;0;;2007
ROB;29.08.2007;14.1;17.6;11.6;91.1;14.6;17;21.1;;;0;0;8;0;;2007
ROB;30.08.2007;15.1;18.7;10.7;76.1;12.8;3.9;6.4;;;0;0;8;0;;2007
ROB;31.08.2007;15.4;19.8;9.1;58.4;10.1;0;0;;;0;0;8;0;;2007
ROB;01.09.2007;15.9;21.6;8;43.1;7.5;0;0;;;0;0;9;0;;2007
ROB;02.09.2007;12.3;19.7;4.8;72.8;10.2;0;0;;;0;0;9;0;;2007
ROB;03.09.2007;13.4;19.6;8.4;80.5;12.2;3;3;;;0;0;9;0;;2007
ROB;04.09.2007;11.1;14.7;6.3;41.2;5.4;0;0;;;0;0;9;0;;2007
ROB;05.09.2007;9.5;12.5;7.6;35.6;4.2;0;0;;;0;0;9;0;;2007
ROB;06.09.2007;12.5;15.4;8.8;31;4.6;0;0;;;0;0;9;0;;2007
ROB;07.09.2007;16.2;20.5;6.1;36.3;6.4;0;0;;;0;0;9;0;;2007
ROB;08.09.2007;14.1;22.5;2.9;50.7;7.5;0;0;;;0;0;9;0;;2007
ROB;09.09.2007;13.4;21.6;4.4;51.2;7.1;0;0;;;0;0;9;0;;2007
ROB;10.09.2007;11.3;19.3;2.2;68.2;8.9;0;0;;;0;0;9;0;;2007
ROB;11.09.2007;15;19.4;3.5;32.4;5.3;0;0;;;0;0;9;0;;2007
ROB;12.09.2007;9;19.3;1.1;66.5;7.2;0;0;;;0;0;9;0;;2007
ROB;13.09.2007;10.3;19.2;3.3;75.5;9.2;0;0;;;0;0;9;0;;2007
ROB;14.09.2007;11.5;19.6;5.2;79.3;10.5;0;0;;;0;0;9;0;;2007
ROB;15.09.2007;13.4;23.3;7.1;73;10.7;0;0;;;0;0;9;0;;2007
ROB;16.09.2007;15;21;9.1;77.9;13.1;2.7;0;;;0;0;9;0;;2007
ROB;17.09.2007;14.6;19;12.3;83.5;13.7;21.2;9.7;;;0;0;9;0;;2007
ROB;18.09.2007;12.1;15.5;8.8;69.2;10.1;4.8;19;;;0;0;9;0;;2007
ROB;19.09.2007;8.4;15.6;2.4;55.8;5.8;0;0;;;0;0;9;0;;2007
ROB;20.09.2007;6.8;14.9;0.9;78.7;7.6;0;0;;;0;0;9;0;;2007
ROB;21.09.2007;8.5;17.1;1.7;78;8.3;0;0;;;0;0;9;0;;2007
ROB;22.09.2007;10.1;20.2;3.4;79.6;9.6;0;0;;;0;0;9;0;;2007
ROB;23.09.2007;11;20.2;4.4;77.1;9.7;0;0;;;0;0;9;0;;2007
ROB;24.09.2007;11.3;19.6;4.4;78.5;10.2;0;0;;;0;0;9;0;;2007
ROB;25.09.2007;10.9;15.9;5.6;84.5;10.9;20;11.2;;;0;0;9;0;;2007
ROB;26.09.2007;6.4;8.6;5.1;91;8.8;16.7;25.5;;;0;0;9;0;;2007
ROB;27.09.2007;6;8.4;4;89.3;8.3;2;1.8;;;0;0;9;0;;2007
ROB;28.09.2007;6.4;8;4.9;88.9;8.5;0.6;0.3;;;0;0;9;0;;2007
ROB;29.09.2007;7.1;9.6;3.4;88.6;8.9;0;0.5;;;0;0;9;0;;2007
ROB;30.09.2007;7.6;13.4;3;85.2;8.8;0.1;0.1;;;0;0;9;0;;2007
ROB;01.10.2007;8.8;16.5;2.6;82.9;9.2;0;0;;;0;0;10;0;;2008
ROB;02.10.2007;10.4;18.8;4.1;81.4;10;0;0;;;0;0;10;0;;2008
ROB;03.10.2007;12.1;20.6;5.4;78.1;10.7;0.1;0;;;0;0;10;0;;2008
ROB;04.10.2007;12.6;17.6;9.5;89;13;3.5;3.6;;;0;0;10;0;;2008
ROB;05.10.2007;13;20.1;8;82.7;12.2;0;0;;;0;0;10;0;;2008
ROB;06.10.2007;13;17.8;8.6;86.1;12.8;0.1;0.1;;;0;0;10;0;;2008
ROB;07.10.2007;9.9;16.7;3.6;82.4;9.9;0;0;;;0;0;10;0;;2008
ROB;08.10.2007;9.5;16.4;3.6;78.9;9.2;0;0;;;0;0;10;0;;2008
ROB;09.10.2007;8.8;15.4;2;81.5;9.1;0.5;0;;;0;0;10;0;;2008
ROB;10.10.2007;9.6;12.2;7;87.1;10.4;0;0.5;;;0;0;10;0;;2008
ROB;11.10.2007;7.3;15.1;1.8;77.9;7.8;0;0;;;0;0;10;0;;2008
ROB;12.10.2007;8.3;15.6;1.6;70.5;7.5;0;0;;;0;0;10;0;;2008
ROB;13.10.2007;7.9;16.3;2;65.8;6.6;0;0;;;0;0;10;0;;2008
ROB;14.10.2007;9.1;14.5;2.5;78.1;9;0;0;;;0;0;10;0;;2008
ROB;15.10.2007;7.7;15.5;1.9;78.4;8.1;0;0;;;0;0;10;0;;2008
ROB;16.10.2007;5.4;14.3;0.1;79.9;7;0;0;;;0;0;10;0;;2008
ROB;17.10.2007;5.1;13.6;-0.7;78.5;6.7;0;0;;;0;0;10;0;;2008
ROB;18.10.2007;6.8;14.1;1.5;54.6;5.1;0.1;0.1;;;0;0;10;0;;2008
ROB;19.10.2007;6.7;10.5;3.2;27.9;2.7;0;0;;;0;0;10;0;;2008
ROB;20.10.2007;3.6;6.7;0.8;27.1;2.1;0;0;;;0;0;10;0;;2008
ROB;21.10.2007;2.7;7.3;-2.1;32.8;2.4;0;0;;;0;0;10;0;;2008
ROB;22.10.2007;2.2;5.6;-1.7;43.9;3.1;0;0;;;0;0;10;0;;2008
ROB;23.10.2007;3.3;11.2;-2;67.3;5;0;0;;;0;0;10;0;;2008
ROB;24.10.2007;4;6.1;1.1;83.8;6.8;0.6;0.5;;;0;0;10;0;;2008
ROB;25.10.2007;3.8;8.6;-1.3;86.6;6.9;0;0.1;;;0;0;10;0;;2008
ROB;26.10.2007;5.4;7.6;-0.3;90.7;8.2;5.5;5.5;;;0;0;10;0;;2008
ROB;27.10.2007;8.1;13.3;5;86.3;9.2;0;0;;;0;0;10;0;;2008
ROB;28.10.2007;7;12;3.3;81.2;8.1;0;0;;;0;0;10;0;;2008
ROB;29.10.2007;6.2;12.2;0;77;7.2;0;0;;;0;0;10;0;;2008
ROB;30.10.2007;7.4;10.2;4.8;75;7.6;0;0;;;0;0;10;0;;2008
ROB;31.10.2007;5.7;12.4;-1.1;77.2;7;0;0;;;0;0;10;0;;2008
ROB;01.11.2007;3.8;10.4;-2.4;79;6.3;0;0;;;0;0;11;134.3;;2008
ROB;02.11.2007;5.1;13.5;-1.3;73.8;6.3;0;0;;;0;0;11;134.3;;2008
ROB;03.11.2007;4.4;13.3;-1;75.3;6.1;0;0;;;0;0;11;134.3;;2008
ROB;04.11.2007;4.1;13;-1.1;77.2;6.2;0;0;;;0;0;11;134.3;;2008
ROB;05.11.2007;3.5;11.1;-2.5;66.1;5.1;0;0;;;0;0;11;134.3;;2008
ROB;06.11.2007;5.5;11.6;0;48.7;4.1;0;0;;;0;0;11;134.3;;2008
ROB;07.11.2007;8.3;12;2.3;33.1;3.7;0;0;;;0;0;11;134.3;;2008
ROB;08.11.2007;7.4;14.4;-2.1;46.8;4.4;0;0;;;0;0;11;134.3;;2008
ROB;09.11.2007;2;5.8;-1.8;50.2;3.5;0;0;;;0;0;11;134.3;;2008
ROB;10.11.2007;3.1;7;0.9;56.3;4.3;5.8;5.3;;;0;0;11;134.3;;2008
ROB;11.11.2007;7.7;11.5;0.8;46.5;4.5;0;0.5;;;0;0;11;134.3;;2008
ROB;12.11.2007;3.5;8.1;0.1;30.8;2.5;0;0;;;0;0;11;134.3;;2008
ROB;13.11.2007;0.5;4.2;-3.8;32.6;2;0;0;;;0;0;11;134.3;;2008
ROB;14.11.2007;0.5;6.6;-6.1;45.9;2.8;0;0;;;0;0;11;134.3;;2008
ROB;15.11.2007;-1.3;1;-3.4;25.1;1.4;0;0;;;0;0;11;134.3;;2008
ROB;16.11.2007;-5;1.3;-9.8;44.3;1.8;0;0;;;0;0;11;134.3;;2008
ROB;17.11.2007;-4.7;3.5;-9.1;56.9;2.3;0;0;;;0;0;11;134.3;;2008
ROB;18.11.2007;-4.3;3.9;-9.3;58.8;2.5;0;0;;;0;0;11;134.3;;2008
ROB;19.11.2007;-3.2;3.1;-7.8;61.9;2.9;0;0;;;0;0;11;134.3;;2008
ROB;20.11.2007;-0.1;5;-6.3;60.4;3.6;0;0;;;0;0;11;134.3;;2008
ROB;21.11.2007;1.9;2.8;0.5;86.3;6.1;7;4.5;;;0;0;11;134.3;;2008
ROB;22.11.2007;2.4;3.4;1.3;95.7;6.9;13.5;8.8;;;0;0;11;134.3;;2008
ROB;23.11.2007;4;5.3;2.8;93.9;7.6;48.6;38.8;;;0;0;11;134.3;;2008
ROB;24.11.2007;4.3;6.1;2.4;93.8;7.8;8.7;25.7;;;0;0;11;134.3;;2008
ROB;25.11.2007;5.1;9.1;2;83.2;7.3;0;0;;;0;0;11;134.3;;2008
ROB;26.11.2007;6.2;9;4.3;22.7;2.2;0;0;;;0;0;11;134.3;;2008
ROB;27.11.2007;0.8;7;-5.4;47.4;2.8;0;0;;;0;0;11;134.3;;2008
ROB;28.11.2007;-2.4;3.6;-5.5;76.6;3.9;0;0;;;0;0;11;134.3;;2008
ROB;29.11.2007;-2.4;4.2;-6;79.4;4;0;0;;;0;0;11;134.3;;2008
ROB;30.11.2007;3.6;12.7;-4;58.8;4.3;0;0;;;0;0;11;134.3;;2008
ROB;01.12.2007;1.4;5.5;-2.3;79.7;5.3;0;0;;;0;0;12;186.3;;2008
ROB;02.12.2007;3.2;7.6;1.2;81.7;6.2;4;0;;;0;0;12;186.3;;2008
ROB;03.12.2007;2;4.7;-0.4;72.9;5.1;1.4;5.4;;;2;0.02;12;186.82;;2008
ROB;04.12.2007;0.7;5.4;-3.3;64.3;4;0.9;0.9;;;1;0.01;12;186.56;;2008
ROB;05.12.2007;0.6;7.1;-2.1;74.8;4.7;0;0;;;0;0;12;186.3;;2008
ROB;06.12.2007;4.3;11.2;-1;60.6;4.7;0;0;;;0;0;12;186.3;;2008
ROB;07.12.2007;2.9;6.5;0;78.1;5.8;0.3;0.3;;;0;0;12;186.3;;2008
ROB;08.12.2007;3.7;6.3;-1.1;42.8;3.3;0;0;;;0;0;12;186.3;;2008
ROB;09.12.2007;-0.3;2.9;-4.6;65.3;3.8;0;0;;;0;0;12;186.3;;2008
ROB;10.12.2007;-1;5.3;-5.3;63.2;3.5;0;0;;;0;0;12;186.3;;2008
ROB;11.12.2007;2.3;5.3;-5;42.8;2.9;0;0;;;0;0;12;186.3;;2008
ROB;12.12.2007;4.7;6.4;2.8;30.8;2.6;0;0;;;0;0;12;186.3;;2008
ROB;13.12.2007;1.8;7.5;-4.8;42.7;2.9;0;0;;;0;0;12;186.3;;2008
ROB;14.12.2007;2.9;8.1;-5.2;26.4;1.8;0;0;;;0;0;12;186.3;;2008
ROB;15.12.2007;-5;-0.6;-10.3;59.8;2.4;0;0;;;0;0;12;186.3;;2008
ROB;16.12.2007;-6.1;-1.1;-9.6;60.3;2.3;0;0;;;0;0;12;186.3;;2008
ROB;17.12.2007;-7.2;-2.1;-11.1;72.2;2.6;0;0;;;0;0;12;186.3;;2008
ROB;18.12.2007;-7.2;0;-11.2;63.3;2.2;0;0;;;0;0;12;186.3;;2008
ROB;19.12.2007;-4.2;5.6;-9.6;53.6;2.3;0;0;;;0;0;12;186.3;;2008
ROB;20.12.2007;-2.3;7.6;-7.1;55.2;2.7;0;0;;;0;0;12;186.3;;2008
ROB;21.12.2007;-1.7;8.6;-6.3;62;3.2;0;0;;;0;0;12;186.3;;2008
ROB;22.12.2007;-2.3;5.6;-7.2;64.3;3.2;0;0;;;0;0;12;186.3;;2008
ROB;23.12.2007;-2.6;3.3;-6.4;68.4;3.4;0;0;;;0;0;12;186.3;;2008
ROB;24.12.2007;-2.9;6.1;-7.1;71.9;3.5;0;0;;;0;0;12;186.3;;2008
ROB;25.12.2007;-4.2;4.7;-8.6;59.9;2.6;0;0;;;0;0;12;186.3;;2008
ROB;26.12.2007;-1.8;2;-4.8;67.7;3.6;0;0;;;0;0;12;186.3;;2008
ROB;27.12.2007;-3.7;6.3;-8.4;62.2;2.7;0;0;;;0;0;12;186.3;;2008
ROB;28.12.2007;-3.9;6.8;-8.6;59.5;2.6;0;0;;;0;0;12;186.3;;2008
ROB;29.12.2007;-3.9;6.1;-8.6;55.6;2.4;0;0;;;0;0;12;186.3;;2008
ROB;30.12.2007;0.9;6;-4.3;43.9;2.7;0;0;;;0;0;12;186.3;;2008
ROB;31.12.2007;-0.4;5.7;-10.3;34.2;1.9;0;0;;;0;0;12;186.3;;2008
ROB;01.01.2008;-6.6;0.9;-12.1;49.4;1.8;0;0;;;0;0;1;220.3;;2008
ROB;02.01.2008;-4.4;-3;-6.2;70.6;3.1;1.1;0.2;;;0;0;1;220.3;;2008
ROB;03.01.2008;-4.6;-3.7;-6.5;89.7;3.9;3.1;3.1;;;4;0.04;1;221.54;;2008
ROB;04.01.2008;-2.5;-1.3;-4.3;90.7;4.6;1.2;1.7;;;15;0.15;1;224.95;;2008
ROB;05.01.2008;-0.5;0.2;-1.6;94.1;5.5;14.9;7.5;;;16;0.16;1;225.26;;2008
ROB;06.01.2008;-0.7;4;-6.7;92.6;5.4;2.1;9.9;;;41;0.41;1;233.01;;2008
ROB;07.01.2008;0.2;5.5;-4.9;74.9;4.5;0;0;;;0;0;1;220.3;;2008
ROB;08.01.2008;-5.5;4.4;-11.2;69.2;2.8;0;0;;;30;0.3;1;229.6;;2008
ROB;09.01.2008;-4.2;1.6;-11.9;76.4;3.4;0;0;;;28;0.28;1;228.98;;2008
ROB;10.01.2008;-5.9;2.5;-10.1;80.5;3.2;0;0;;;27;0.27;1;228.67;;2008
ROB;11.01.2008;-0.5;0.9;-4.8;90.1;5.3;10.7;8.3;;;25;0.25;1;228.05;;2008
ROB;12.01.2008;1.6;3.3;-0.3;86.3;5.9;19.4;21.8;;;30;0.3;1;229.6;;2008
ROB;13.01.2008;-0.2;3.5;-3.7;85.4;5.1;0;0;;;26;0.26;1;228.36;;2008
ROB;14.01.2008;0.4;2;-1.6;90.4;5.7;0.8;0.4;;;24;0.24;1;227.74;;2008
ROB;15.01.2008;0.3;1.1;-0.2;95.7;6;2.1;1.1;;;24;0.24;1;227.74;;2008
ROB;16.01.2008;0.2;1;-0.5;96.4;6;10.4;11.1;;;23;0.23;1;227.43;;2008
ROB;17.01.2008;-0.4;3.4;-3.9;91.7;5.5;0;0.7;;;27;0.27;1;228.67;;2008
ROB;18.01.2008;-0.5;5.1;-5.7;83.3;4.9;0;0;;;27;0.27;1;228.67;;2008
ROB;19.01.2008;-0.5;6.1;-5.2;82.3;4.9;0;0;;;27;0.27;1;228.67;;2008
ROB;20.01.2008;0.8;7.3;-5.3;71.2;4.6;0;0;;;27;0.27;1;228.67;;2008
ROB;21.01.2008;-0.3;5.9;-3.6;71.4;4.2;0;0;;;26;0.26;1;228.36;;2008
ROB;22.01.2008;1;5.8;-3.4;57.9;3.8;0;0;;;26;0.26;1;228.36;;2008
ROB;23.01.2008;-0.5;4.6;-6.3;43.4;2.3;0;0;;;25;0.25;1;228.05;;2008
ROB;24.01.2008;-2.2;5.2;-8.3;76.1;3.9;0;0;;;24;0.24;1;227.74;;2008
ROB;25.01.2008;4.1;11.8;-5.1;51.2;3.9;0;0;;;24;0.24;1;227.74;;2008
ROB;26.01.2008;0.8;13.6;-6.9;53.1;3.1;0;0;;;23;0.23;1;227.43;;2008
ROB;27.01.2008;9.9;12.9;-3;23.3;2.6;0;0;;;23;0.23;1;227.43;;2008
ROB;28.01.2008;7.9;14.4;1.5;53.8;5.5;0;0;;;10;0.1;1;223.4;;2008
ROB;29.01.2008;1.7;8.6;-1.7;70.1;4.7;0;0;;;10;0.1;1;223.4;;2008
ROB;30.01.2008;0.6;3.6;-2.1;81.9;5.2;0;0;;;5;0.05;1;221.85;;2008
ROB;31.01.2008;2;5.5;-1.3;67.9;4.7;0;0;;;3;0.03;1;221.23;;2008
ROB;01.02.2008;0.9;1.4;0.3;88.5;5.8;8.3;0.4;;;5;0.05;2;264.75;;2008
ROB;02.02.2008;-0.3;3.6;-7.2;76.4;4.5;2.7;10.6;;;18;0.18;2;265.92;;2008
ROB;03.02.2008;-2.8;1.5;-10.6;74.3;3.7;0.1;0;;;16;0.16;2;265.74;;2008
ROB;04.02.2008;-0.5;3.3;-2.4;90.6;5.3;6.4;6.5;;;13;0.13;2;265.47;;2008
ROB;05.02.2008;0.8;5.6;-4.9;63.2;4;0;0;;;13;0.13;2;265.47;;2008
ROB;06.02.2008;1.8;9.1;-5.7;59.7;4;0;0;;;13;0.13;2;265.47;;2008
ROB;07.02.2008;4.2;6.6;-2.1;26.9;2.1;0;0;;;12;0.12;2;265.38;;2008
ROB;08.02.2008;-1.8;5;-5.8;52.6;2.7;0;0;;;12;0.12;2;265.38;;2008
ROB;09.02.2008;-2.5;4.4;-6.8;62.6;3.1;0;0;;;10;0.1;2;265.2;;2008
ROB;10.02.2008;-2.6;4;-6.5;67.9;3.4;0;0;;;9;0.09;2;265.11;;2008
ROB;11.02.2008;-2.3;5.4;-6.9;66.7;3.3;0;0;;;9;0.09;2;265.11;;2008
ROB;12.02.2008;-1.7;6.4;-6;60;3.1;0;0;;;8;0.08;2;265.02;;2008
ROB;13.02.2008;-1.9;6;-6.7;57;2.9;0;0;;;7;0.07;2;264.93;;2008
ROB;14.02.2008;-0.7;8.1;-5.3;54.1;3;0;0;;;7;0.07;2;264.93;;2008
ROB;15.02.2008;2;9.6;-5.2;46.3;2.9;0;0;;;6;0.06;2;264.84;;2008
ROB;16.02.2008;-2;2.7;-5;73.2;3.8;0;0;;;5;0.05;2;264.75;;2008
ROB;17.02.2008;-2.4;0.6;-5.3;82.4;4.2;0;0;;;5;0.05;2;264.75;;2008
